alignment_common_channels,alignment_correlation,alignment_lag_seconds,alignment_polarity,alignment_status,duration_seconds,event_count,event_onsets_within_duration,experiment_name,participant,processed_eeg_channels,processed_eeg_finite_fraction,processed_eeg_flatline_channels,processed_eeg_maximum_absolute,processed_eeg_rms_median,processed_eeg_samples,processed_imu_channels,processed_imu_finite_fraction,processed_imu_flatline_channels,processed_imu_maximum_absolute,processed_imu_rms_median,processed_imu_samples,sealed_signal_opened,session,status,support_eog_enabled,task
46,0.06731046445940991,0.01,1,unreliable_common_eeg_alignment,679.90625,300,True,processed_EEG_plus_IMU,sub-17,46,1.0,0,1380.212158203125,10.736952781677246,87028,27,1.0,0,1.960875124495942e-05,2.0334890393769456e-07,87028,False,ses-02,success,False,ERP
46,0.06996715226621472,0.0,1,unreliable_common_eeg_alignment,543.921875,60,True,processed_EEG_plus_IMU,sub-17,46,1.0,0,216.94544982910156,7.210939884185791,69622,27,1.0,0,3.296291106380522e-05,2.1282721718307585e-07,69622,False,ses-02,success,False,SSVEP
46,0.10119073337849897,0.0,1,unreliable_common_eeg_alignment,698.875,300,True,processed_EEG_plus_IMU,sub-17,46,1.0,0,500.82763671875,12.483390808105469,89456,27,1.0,0,6.174334703246132e-05,1.9284152585896663e-06,89456,False,ses-03,success,False,ERP
46,0.2658650972158614,0.0,1,unreliable_common_eeg_alignment,535.3515625,60,True,processed_EEG_plus_IMU,sub-17,46,1.0,0,269.3162841796875,11.308439254760742,68525,27,1.0,0,7.029735570540652e-05,1.7023512555169873e-06,68525,False,ses-03,success,False,SSVEP
46,0.25497524669336696,0.0,1,unreliable_common_eeg_alignment,685.625,300,True,processed_EEG_plus_IMU,sub-17,46,1.0,0,393.3246154785156,17.359241485595703,87760,27,1.0,0,7.840179023332894e-05,3.3624155548750423e-06,87760,False,ses-04,success,False,ERP
46,0.4794411481179999,0.0,1,unreliable_common_eeg_alignment,536.953125,60,True,processed_EEG_plus_IMU,sub-17,46,1.0,0,48695.15234375,19.518796920776367,68730,27,1.0,0,7.977680070325732e-05,3.387444621694158e-06,68730,False,ses-04,success,False,SSVEP
