alignment_common_channels,alignment_correlation,alignment_lag_seconds,alignment_polarity,alignment_status,duration_seconds,event_count,event_onsets_within_duration,experiment_name,participant,processed_eeg_channels,processed_eeg_finite_fraction,processed_eeg_flatline_channels,processed_eeg_maximum_absolute,processed_eeg_rms_median,processed_eeg_samples,processed_imu_channels,processed_imu_finite_fraction,processed_imu_flatline_channels,processed_imu_maximum_absolute,processed_imu_rms_median,processed_imu_samples,sealed_signal_opened,session,status,support_eog_enabled,task
46,0.2347908417270922,0.0,1,unreliable_common_eeg_alignment,699.0703125,300,True,processed_EEG_plus_IMU,sub-23,46,1.0,0,848.8757934570312,10.308032989501953,89481,27,1.0,0,1.8596700101625174e-05,1.178712665250714e-07,89481,False,ses-02,success,False,ERP
46,0.2169780868946141,0.0,1,unreliable_common_eeg_alignment,594.3828125,60,True,processed_EEG_plus_IMU,sub-23,46,1.0,0,889.0001831054688,11.904485702514648,76081,27,1.0,0,1.8326438294025138e-05,1.5115148244149168e-07,76081,False,ses-02,success,False,SSVEP
46,0.30722714100450216,0.0,1,unreliable_common_eeg_alignment,711.75,300,True,processed_EEG_plus_IMU,sub-23,46,1.0,0,1134.8978271484375,17.43431282043457,91104,27,1.0,0,4.8253856220981106e-05,1.7417163462596363e-06,91104,False,ses-03,success,False,ERP
46,0.2895930235562055,0.0,1,unreliable_common_eeg_alignment,537.0546875,60,True,processed_EEG_plus_IMU,sub-23,46,1.0,0,1193.552734375,23.135879516601562,68743,27,1.0,0,5.006408900953829e-05,1.9295639503980055e-06,68743,False,ses-03,success,False,SSVEP
46,0.2424189954464777,0.0,1,unreliable_common_eeg_alignment,762.4765625,300,True,processed_EEG_plus_IMU,sub-23,46,1.0,0,709.9549560546875,19.998123168945312,97597,27,1.0,0,7.233912765514106e-05,3.3975447877310216e-06,97597,False,ses-04,success,False,ERP
46,0.12538513783063512,0.0,1,unreliable_common_eeg_alignment,539.8046875,60,True,processed_EEG_plus_IMU,sub-23,46,1.0,0,1069.1561279296875,22.894638061523438,69095,27,1.0,0,6.11820796621032e-05,3.562436404536129e-06,69095,False,ses-04,success,False,SSVEP
