alignment_common_channels,alignment_correlation,alignment_lag_seconds,alignment_polarity,alignment_status,duration_seconds,event_count,event_onsets_within_duration,experiment_name,participant,processed_eeg_channels,processed_eeg_finite_fraction,processed_eeg_flatline_channels,processed_eeg_maximum_absolute,processed_eeg_rms_median,processed_eeg_samples,processed_imu_channels,processed_imu_finite_fraction,processed_imu_flatline_channels,processed_imu_maximum_absolute,processed_imu_rms_median,processed_imu_samples,sealed_signal_opened,session,status,support_eog_enabled,task
46,0.09347223791602027,0.0,1,unreliable_common_eeg_alignment,694.09375,300,True,processed_EEG_plus_IMU,sub-07,46,1.0,0,3367.718505859375,10.760948181152344,88844,27,1.0,0,3.432261655689217e-05,2.1780890335776348e-07,88844,False,ses-02,success,False,ERP
46,0.09574137392516245,0.0,1,unreliable_common_eeg_alignment,537.28125,60,True,processed_EEG_plus_IMU,sub-07,46,1.0,0,2941.526611328125,11.239948272705078,68772,27,1.0,0,3.997836392954923e-05,2.128547436086592e-07,68772,False,ses-02,success,False,SSVEP
46,0.21210377853429765,0.0,1,unreliable_common_eeg_alignment,697.5859375,300,True,processed_EEG_plus_IMU,sub-07,46,1.0,0,1315.2767333984375,11.756925582885742,89291,27,1.0,0,6.023523383191787e-05,2.109434944941313e-06,89291,False,ses-03,success,False,ERP
46,0.10953217465857042,0.0,1,unreliable_common_eeg_alignment,537.3125,60,True,processed_EEG_plus_IMU,sub-07,46,1.0,0,481.4542541503906,10.443275451660156,68776,27,1.0,0,4.303146488382481e-05,1.4820102478552144e-06,68776,False,ses-03,success,False,SSVEP
46,0.33609845420009055,0.0,1,unreliable_common_eeg_alignment,672.390625,300,True,processed_EEG_plus_IMU,sub-07,46,1.0,0,2511.23193359375,18.096248626708984,86066,27,1.0,0,5.47950912732631e-05,3.0476037409243872e-06,86066,False,ses-04,success,False,ERP
46,0.14891884626565433,0.0,1,unreliable_common_eeg_alignment,532.4765625,60,True,processed_EEG_plus_IMU,sub-07,46,1.0,0,396.99884033203125,15.223926544189453,68157,27,1.0,0,5.372050145524554e-05,3.0668711588077713e-06,68157,False,ses-04,success,False,SSVEP
