alignment_common_channels,alignment_correlation,alignment_lag_seconds,alignment_polarity,alignment_status,duration_seconds,event_count,event_onsets_within_duration,experiment_name,participant,processed_eeg_channels,processed_eeg_finite_fraction,processed_eeg_flatline_channels,processed_eeg_maximum_absolute,processed_eeg_rms_median,processed_eeg_samples,processed_imu_channels,processed_imu_finite_fraction,processed_imu_flatline_channels,processed_imu_maximum_absolute,processed_imu_rms_median,processed_imu_samples,sealed_signal_opened,session,status,support_eog_enabled,task
46,0.09791193649829917,0.0,1,unreliable_common_eeg_alignment,681.53125,300,True,processed_EEG_plus_IMU,sub-09,46,1.0,0,1322.6175537109375,8.394840240478516,87236,27,1.0,1,6.239650247152895e-06,5.5375412699731896e-08,87236,False,ses-02,success,False,ERP
46,0.02559452043210485,0.75,1,unreliable_common_eeg_alignment,537.8828125,60,True,processed_EEG_plus_IMU,sub-09,46,1.0,0,781.1976928710938,10.10599136352539,68849,27,1.0,0,6.478806426457595e-06,8.725817934873703e-08,68849,False,ses-02,success,False,SSVEP
46,0.07412552294752638,0.0,1,unreliable_common_eeg_alignment,682.5546875,300,True,processed_EEG_plus_IMU,sub-09,46,1.0,0,989.8193969726562,10.594051361083984,87367,27,1.0,0,3.981338886660524e-05,1.6455052218589117e-06,87367,False,ses-03,success,False,ERP
46,0.1612446504901884,0.0,1,unreliable_common_eeg_alignment,539.3828125,60,True,processed_EEG_plus_IMU,sub-09,46,1.0,0,1026.3883056640625,13.847393989562988,69041,27,1.0,0,4.7748282668180764e-05,1.544608721815166e-06,69041,False,ses-03,success,False,SSVEP
46,0.16090186080470734,0.0,1,unreliable_common_eeg_alignment,679.890625,300,True,processed_EEG_plus_IMU,sub-09,46,1.0,0,1045.90771484375,12.822248458862305,87026,27,1.0,0,6.324437708826736e-05,3.146765038763988e-06,87026,False,ses-04,success,False,ERP
46,0.04947141474971884,0.0,1,unreliable_common_eeg_alignment,536.4765625,60,True,processed_EEG_plus_IMU,sub-09,46,1.0,0,341.2708435058594,13.031904220581055,68669,27,1.0,0,5.112486906000413e-05,3.5364166706131073e-06,68669,False,ses-04,success,False,SSVEP
