erp_amplitude_relative_preservation,erp_latency_relative_preservation,method,motion_coherence_reduction,nonartifact_observation_preservation,observation_change_ratio,output_input_RMS_ratio,participant,protocol,record_rows,reference_free_covariance_distortion,reference_free_psd_distortion,ssvep_phase_relative_preservation,ssvep_snr_relative_preservation
0.04925445069678275,0.58984375,DET-MATCH,0.024884555488824844,0.738872054964304,0.25557243451476097,0.8853918015956879,sub-03,S0_STATIC_XSESSION,4,0.3076819464377601,0.4309558719396591,0.9828744781871412,0.9177393586357339
0.03735137723911336,0.58984375,DET-NULL,0.02312060073018074,0.6958020329475403,0.29834117367863655,0.8698372542858124,sub-03,S0_STATIC_XSESSION,4,0.35456256039835915,0.49677710980176926,0.9872280159126556,0.8857535277034415
0.03485629558172548,0.58984375,DET-SHUFFLED,0.03162180259823799,0.7122274786233902,0.28252167254686356,0.8822105973958969,sub-03,S0_STATIC_XSESSION,4,0.3184339894904058,0.4355809688568115,0.9754617524144422,0.8803090386677284
0.03973884438189512,0.58984375,DET-WRONG-1,0.021237406879663467,0.7154613509774208,0.2796611711382866,0.886742115020752,sub-03,S0_STATIC_XSESSION,4,0.3217973476646169,0.4404390901327133,0.9783748480742092,0.8789974410705208
0.1019119412691259,0.5263671875,DET-WRONG-2,0.02130042016506195,0.6677838936448097,0.3264828249812126,0.8748043477535248,sub-03,S0_STATIC_XSESSION,4,0.37407430917744394,0.5089241564273834,0.9963322851418683,0.8688795042336548
0.8584545896437857,1.0,DET-WRONG-3,0.01577175036072731,0.7629805654287338,0.229669451713562,0.9129194915294647,sub-03,S0_STATIC_XSESSION,4,0.23268750000361726,0.3425567224621773,0.988669220814307,0.9967387898992517
0.07784777309313679,0.58984375,DIFF-MATCH,0.021904176101088524,0.7464585527777672,0.2513456530869007,0.8969593942165375,sub-03,S0_STATIC_XSESSION,4,0.2694462553762806,0.36543886363506317,0.9854081122797498,0.8942647928910866
0.08933538160840515,0.58984375,DIFF-NULL,0.02822173200547695,0.7069729492068291,0.2902158051729202,0.8775417357683182,sub-03,S0_STATIC_XSESSION,4,0.33211718933208667,0.4248451441526413,0.9828508678503118,0.8825023469290579
0.08933538160840515,0.58984375,DIFF-POP,0.02822173200547695,0.7069729492068291,0.2902158051729202,0.8775417357683182,sub-03,S0_STATIC_XSESSION,4,0.33211718933208667,0.4248451441526413,0.9828508678503118,0.8825023469290579
0.07879102015327044,0.58984375,DIFF-SHUFFLED,0.022337162867188454,0.7445418015122414,0.2534133307635784,0.896056666970253,sub-03,S0_STATIC_XSESSION,4,0.27177177858545387,0.3670363575220108,0.9841755837544919,0.8942807756619131
0.08055877887256085,0.58984375,DIFF-WRONG-1,0.019792893901467323,0.7202268242835999,0.2773785889148712,0.909381702542305,sub-03,S0_STATIC_XSESSION,4,0.2683517115442237,0.3592817708849907,0.983628420955401,0.9187918731393274
0.07915784483215271,0.58984375,DIFF-WRONG-2,0.026309985667467117,0.7182823941111565,0.27798881381750107,0.8830908685922623,sub-03,S0_STATIC_XSESSION,4,0.32213646717896377,0.41707515716552734,0.9824247717433018,0.8769836307029313
0.8959979685685007,1.0,DIFF-WRONG-3,0.021592235192656517,0.7291133925318718,0.26598793640732765,0.8942243456840515,sub-03,S0_STATIC_XSESSION,4,0.28612924021703917,0.3821136951446533,0.9827816619846688,0.8869645640852261
0.9002828694532281,1.0,POP,0.020326025784015656,0.6823293641209602,0.3132558912038803,0.8648104965686798,sub-03,S0_STATIC_XSESSION,4,0.36959645861179785,0.47746744006872177,0.9738355877121376,0.8490313811198584
1.0,1.0,RAW,0.0,1.0,0.0,1.0,sub-03,S0_STATIC_XSESSION,4,0.0,0.0,1.0,1.0
0.9119242725646226,0.755859375,DET-MATCH,0.023299576714634895,0.7502656765282154,0.25332680344581604,0.8943659365177155,sub-03,S1_MOTION_WITHIN_SESSION,4,0.28545601884563393,0.37552014738321304,0.9909940380327036,0.931906195425036
0.8900210125400784,1.0,DET-NULL,0.02228781394660473,0.7086284942924976,0.2946660667657852,0.8710973709821701,sub-03,S1_MOTION_WITHIN_SESSION,4,0.3417272774983775,0.4421837478876114,0.9881112653510468,0.859635068467086
0.8938291254245163,1.0,DET-SHUFFLED,0.02341691590845585,0.7343192137777805,0.26939041540026665,0.8863265067338943,sub-03,S1_MOTION_WITHIN_SESSION,4,0.3060305133619384,0.40342680364847183,0.9894712288600396,0.9032747236784722
0.9217756209834949,1.0,DET-WRONG-1,0.02168535627424717,0.7060484141111374,0.2965603433549404,0.8943190276622772,sub-03,S1_MOTION_WITHIN_SESSION,4,0.31123516220275665,0.39616522192955017,0.9791727351967703,0.7619877889609747
0.9001073229987984,1.0,DET-WRONG-2,0.017591409385204315,0.7226622141897678,0.2796802408993244,0.883099377155304,sub-03,S1_MOTION_WITHIN_SESSION,4,0.31967766295877675,0.4211246594786644,0.9818458437082579,0.861857830054114
0.9135478666385574,1.0,DET-WRONG-3,0.024675337597727776,0.7405603788793087,0.25933950394392014,0.8875135779380798,sub-03,S1_MOTION_WITHIN_SESSION,4,0.31282477273222575,0.4009265750646591,0.9782726459089037,0.876927857000829
0.8615717452653027,0.9462890625,DIFF-MATCH,0.021565329283475876,0.7440433241426945,0.25940001383423805,0.8924001604318619,sub-03,S1_MOTION_WITHIN_SESSION,4,0.276696338333609,0.34897589683532715,0.9831926727296612,0.9101352885877931
0.8307840790864665,0.9462890625,DIFF-NULL,0.02763810008764267,0.7158252745866776,0.2876792624592781,0.8785247206687927,sub-03,S1_MOTION_WITHIN_SESSION,4,0.3154691558512691,0.3828785717487335,0.9839772078990444,0.8948637951508784
0.8307840790864665,0.9462890625,DIFF-POP,0.02763810008764267,0.7158252745866776,0.2876792624592781,0.8785247206687927,sub-03,S1_MOTION_WITHIN_SESSION,4,0.3154691558512691,0.3828785717487335,0.9839772078990444,0.8948637951508784
0.868200589676077,0.9462890625,DIFF-SHUFFLED,0.020375091582536697,0.7448433339595795,0.25821127369999886,0.8932843953371048,sub-03,S1_MOTION_WITHIN_SESSION,4,0.27499058434403834,0.3484755977988243,0.9833985060879461,0.9100199014148846
0.8542251151842543,0.9462890625,DIFF-WRONG-1,0.026726432144641876,0.7023196592926979,0.30102553963661194,0.8968233466148376,sub-03,S1_MOTION_WITHIN_SESSION,4,0.2991324424500196,0.36331459879875183,0.9843928002124468,0.8610041617409829
0.8556236693823537,0.9462890625,DIFF-WRONG-2,0.01963932253420353,0.7286632284522057,0.2748911716043949,0.897233247756958,sub-03,S1_MOTION_WITHIN_SESSION,4,0.278287036110368,0.3478087782859802,0.9854288907779876,0.9297056565237376
0.8744871367086577,0.9462890625,DIFF-WRONG-3,0.024941036477684975,0.7398652657866478,0.2626050375401974,0.8912359178066254,sub-03,S1_MOTION_WITHIN_SESSION,4,0.2806380761412313,0.34994901716709137,0.9837475131610927,0.8995181590555358
0.8608074891428132,0.7705078125,POP,0.020324217155575752,0.6908922865986824,0.3102620020508766,0.866017535328865,sub-03,S1_MOTION_WITHIN_SESSION,4,0.35901286584142966,0.425016388297081,0.9928271978470932,0.8193855821798923
1.0,1.0,RAW,0.0,1.0,0.0,1.0,sub-03,S1_MOTION_WITHIN_SESSION,4,0.0,0.0,1.0,1.0
0.7935609331019998,1.0,DET-MATCH,0.029421009123325348,0.7245425432920456,0.27491868287324905,0.8769761323928833,sub-03,S2_MOTION_XSPEED,2,0.3354349426525551,0.43116021156311035,0.9776421109451299,0.9157240513855982
-0.8284052129018478,0.1796875,DET-NULL,0.029296495020389557,0.656929224729538,0.34119124710559845,0.8473199009895325,sub-03,S2_MOTION_XSPEED,2,0.41042367675467356,0.5323797762393951,0.974575620897127,0.792375761432461
-0.8043256361240043,0.1796875,DET-SHUFFLED,0.026267170906066895,0.7060307264328003,0.29340825974941254,0.867704838514328,sub-03,S2_MOTION_XSPEED,2,0.3550010330626817,0.46611544489860535,0.9707338197251907,0.8944271907071777
-0.7512010044349073,0.1796875,DET-WRONG-1,0.033582646399736404,0.6587556153535843,0.34114861488342285,0.8634655177593231,sub-03,S2_MOTION_XSPEED,2,0.4007823482821292,0.5184271931648254,0.9953757206793328,0.8131622421986784
0.8266983821374148,1.0,DET-WRONG-2,0.01235690712928772,0.7629264667630196,0.2315250188112259,0.905617356300354,sub-03,S2_MOTION_XSPEED,2,0.25395941244527453,0.34929150342941284,0.9903135993993937,0.9937974925726385
-0.8827665571009935,0.1796875,DET-WRONG-3,0.028923265635967255,0.6699920445680618,0.326738178730011,0.8665099740028381,sub-03,S2_MOTION_XSPEED,2,0.3631304849327074,0.4617685526609421,0.9644331825243916,0.8031312059850971
-0.804471615404895,0.1796875,DIFF-MATCH,0.026015259325504303,0.7455660402774811,0.25718793272972107,0.8724318444728851,sub-03,S2_MOTION_XSPEED,2,0.3177449785153138,0.39916279911994934,0.9979983656192357,0.8038294333107723
-0.773728307788482,0.1796875,DIFF-NULL,0.031178828328847885,0.7055763155221939,0.2976389229297638,0.8517992496490479,sub-03,S2_MOTION_XSPEED,2,0.376041566861658,0.44620147347450256,0.9976336056653818,0.7843081027205152
-0.773728307788482,0.1796875,DIFF-POP,0.031178828328847885,0.7055763155221939,0.2976389229297638,0.8517992496490479,sub-03,S2_MOTION_XSPEED,2,0.376041566861658,0.44620147347450256,0.9976336056653818,0.7843081027205152
-0.8078639079221981,0.1796875,DIFF-SHUFFLED,0.024855129420757294,0.7420750111341476,0.2608887851238251,0.8715957701206207,sub-03,S2_MOTION_XSPEED,2,0.32103743016240593,0.4032808840274811,0.9980476237049007,0.8007871814225058
-0.7820094342409529,0.1796875,DIFF-WRONG-1,0.03241603448987007,0.7143443524837494,0.2874957323074341,0.8574621081352234,sub-03,S2_MOTION_XSPEED,2,0.36756744757776594,0.4402851313352585,0.9968043912903559,0.7754103100488757
-0.8072233959105295,0.1796875,DIFF-WRONG-2,0.021692901849746704,0.7281502261757851,0.2710775062441826,0.8726925849914551,sub-03,S2_MOTION_XSPEED,2,0.3209473727346737,0.3988412171602249,0.9974071501287152,0.8060408777062533
-0.7444762120264796,0.1796875,DIFF-WRONG-3,0.02987789362668991,0.6921654343605042,0.3112526386976242,0.8769851922988892,sub-03,S2_MOTION_XSPEED,2,0.3290551793598589,0.41843385994434357,0.9960485938369537,0.7714630386018536
0.8134209675989952,1.0,POP,0.007785089313983917,0.686900720000267,0.3130144029855728,0.8580697476863861,sub-03,S2_MOTION_XSPEED,2,0.38399094648500876,0.46585653722286224,0.9778156101195037,0.7601123956070623
1.0,1.0,RAW,0.0,1.0,0.0,1.0,sub-03,S2_MOTION_XSPEED,2,0.0,0.0,1.0,1.0
0.8573912860042121,0.9462890625,DET-MATCH,0.010125033557415009,0.7576251812279224,0.2479318417608738,0.8781840801239014,sub-05,S0_STATIC_XSESSION,4,0.30016568369572094,0.3790315166115761,0.9970541807132145,0.983375499194636
0.8699682620244933,1.0,DET-NULL,-0.002806182950735092,0.704412505030632,0.3029353842139244,0.8609275668859482,sub-05,S0_STATIC_XSESSION,4,0.32441975663104133,0.4506947286427021,0.9981147062862729,0.9958278598495766
0.8301663088163471,0.9462890625,DET-SHUFFLED,0.013414913788437843,0.7410976514220238,0.26703666895627975,0.8751021176576614,sub-05,S0_STATIC_XSESSION,4,0.2980962300716684,0.4029359929263592,0.9937257782694238,0.996598937926965
0.9507528656487907,1.0,DET-WRONG-1,0.02416430041193962,0.6922953687608242,0.3135415054857731,0.8659510463476181,sub-05,S0_STATIC_XSESSION,4,0.33375306246052666,0.437826756387949,0.9959591866847558,0.9891033020634407
0.8584181325356219,1.0,DET-WRONG-2,0.012204349040985107,0.7370786964893341,0.26808661222457886,0.8830163031816483,sub-05,S0_STATIC_XSESSION,4,0.2738048737044451,0.3989533558487892,0.9960382032936919,0.974799608781529
0.7972989594850738,0.873046875,DET-WRONG-3,0.001461045816540718,0.7139583639800549,0.29486893862485886,0.8829049915075302,sub-05,S0_STATIC_XSESSION,4,0.2856540058234816,0.41183504462242126,0.9961665046423267,0.9924895939382741
0.9302323924051257,1.0,DIFF-MATCH,0.013348620384931564,0.8048838265240192,0.19909143447875977,0.9304674863815308,sub-05,S0_STATIC_XSESSION,4,0.18164443928253546,0.2536317855119705,0.9903932624965697,0.990264496658547
0.9103367328869446,1.0,DIFF-NULL,0.023007836192846298,0.7539635933935642,0.25046901404857635,0.9135169237852097,sub-05,S0_STATIC_XSESSION,4,0.23176822254334023,0.32849813997745514,0.9890062551078692,0.9908563533614917
0.9103367328869446,1.0,DIFF-POP,0.023007836192846298,0.7539635933935642,0.25046901404857635,0.9135169237852097,sub-05,S0_STATIC_XSESSION,4,0.23176822254334023,0.32849813997745514,0.9890062551078692,0.9908563533614917
0.9060041346389466,1.0,DIFF-SHUFFLED,0.010032039135694504,0.8107520900666714,0.19247331470251083,0.9364583939313889,sub-05,S0_STATIC_XSESSION,4,0.16844413485150364,0.2490125261247158,0.9905142209524995,0.9885485353588184
0.9121069365941982,1.0,DIFF-WRONG-1,0.025123020634055138,0.7465225607156754,0.2560684308409691,0.9193955659866333,sub-05,S0_STATIC_XSESSION,4,0.2454166674841331,0.29839458130300045,0.9890822038255187,0.9897542903475358
0.9173428055986874,0.9462890625,DIFF-WRONG-2,0.020430460572242737,0.7632343620061874,0.23931025341153145,0.9298867285251617,sub-05,S0_STATIC_XSESSION,4,0.2104083292001245,0.2982768565416336,0.9916809250419962,0.9892782858672597
0.878936985692278,1.0,DIFF-WRONG-3,0.014939751476049423,0.8096005618572235,0.19460250064730644,0.9298040270805359,sub-05,S0_STATIC_XSESSION,4,0.1814847392852459,0.25062905438244343,0.9908954004671933,0.9888392445460915
0.7743484240015155,1.0,POP,0.03402058221399784,0.6880149766802788,0.3259822204709053,0.852168619632721,sub-05,S0_STATIC_XSESSION,4,0.3699166967992452,0.39865579828619957,0.9893146390560524,0.9634068221771379
1.0,1.0,RAW,0.0,1.0,0.0,1.0,sub-05,S0_STATIC_XSESSION,4,0.0,0.0,1.0,1.0
0.832593146836864,0.951171875,DET-MATCH,0.011832449585199356,0.6783834993839264,0.3204043060541153,0.8684158027172089,sub-05,S1_MOTION_WITHIN_SESSION,4,0.33800664992749135,0.5283512324094772,0.9912230272331195,0.9837279198807373
0.8708277444439636,1.0,DET-NULL,-0.0023014843463897705,0.6886174008250237,0.30782295763492584,0.8562058657407761,sub-05,S1_MOTION_WITHIN_SESSION,4,0.3531725006852645,0.5160722583532333,0.987685963437392,0.994747469779859
0.8480865061629732,1.0,DET-SHUFFLED,0.009469795972108841,0.6813097447156906,0.31664199382066727,0.8640728443861008,sub-05,S1_MOTION_WITHIN_SESSION,4,0.3402957861963507,0.5246062949299812,0.9903742807372977,0.9895637881552241
0.9026918561844762,1.0,DET-WRONG-1,0.013645943254232407,0.6755976378917694,0.32043029367923737,0.8496375977993011,sub-05,S1_MOTION_WITHIN_SESSION,4,0.39220896222089946,0.5352802574634552,0.9896141049173982,0.9897633404947263
0.80900627519803,0.951171875,DET-WRONG-2,-0.0034650154411792755,0.7180827930569649,0.27733779698610306,0.8830039799213409,sub-05,S1_MOTION_WITHIN_SESSION,4,0.3065665101418808,0.4669981524348259,0.9878942773392853,0.9846597364386696
0.8374412806558893,0.951171875,DET-WRONG-3,-0.010318774729967117,0.7210845537483692,0.27240822836756706,0.9345023483037949,sub-05,S1_MOTION_WITHIN_SESSION,4,0.2539883782964154,0.374954953789711,0.9773988005439698,0.9849304802583858
0.9219545351844187,1.0,DIFF-MATCH,0.016827572137117386,0.7948756292462349,0.20031484588980675,0.9290330857038498,sub-05,S1_MOTION_WITHIN_SESSION,4,0.19469491738446612,0.29337412863969803,0.9891962266979873,0.9732708062976347
0.8859207121359016,1.0,DIFF-NULL,0.021877985447645187,0.7405402772128582,0.25377944856882095,0.9123520702123642,sub-05,S1_MOTION_WITHIN_SESSION,4,0.24417841513217536,0.36023034155368805,0.9883628360573018,0.9672209732568324
0.8859207121359016,1.0,DIFF-POP,0.021877985447645187,0.7405402772128582,0.25377944856882095,0.9123520702123642,sub-05,S1_MOTION_WITHIN_SESSION,4,0.24417841513217536,0.36023034155368805,0.9883628360573018,0.9672209732568324
0.898259092728148,1.0,DIFF-SHUFFLED,0.020426131784915924,0.7859182916581631,0.20953302085399628,0.9221233576536179,sub-05,S1_MOTION_WITHIN_SESSION,4,0.20606510396588235,0.31023773178458214,0.9875347156156702,0.9697425032478011
0.9265899812233676,1.0,DIFF-WRONG-1,0.019692525267601013,0.7682146169245243,0.2262299880385399,0.9207190722227097,sub-05,S1_MOTION_WITHIN_SESSION,4,0.22681678629540183,0.30221981555223465,0.986495828144979,0.9705153471465641
0.8960552367680708,1.0,DIFF-WRONG-2,0.013215050101280212,0.8028810992836952,0.19229371845722198,0.9344429075717926,sub-05,S1_MOTION_WITHIN_SESSION,4,0.17173307138056804,0.2617650702595711,0.9867152640990847,0.9791944391160566
0.8959840040588682,1.0,DIFF-WRONG-3,0.008250389248132706,0.42367201298475266,0.5764856860041618,1.197331041097641,sub-05,S1_MOTION_WITHIN_SESSION,4,0.16893756904133334,0.266451820731163,0.9707082446852755,0.7991613201370777
0.7657142211682483,1.0,POP,0.032949330285191536,0.6694883331656456,0.33137156069278717,0.847500205039978,sub-05,S1_MOTION_WITHIN_SESSION,4,0.4000857143611356,0.462865736335516,0.9835530579736484,0.9689750596282267
