erp_amplitude_relative_preservation,erp_latency_relative_preservation,method,motion_coherence_reduction,nonartifact_observation_preservation,observation_change_ratio,output_input_RMS_ratio,participant,protocol,record_rows,reference_free_covariance_distortion,reference_free_psd_distortion,ssvep_phase_relative_preservation,ssvep_snr_relative_preservation
0.923582681484943,1.0,DET-MATCH,0.02352825179696083,0.8201829381287098,0.18971464782953262,0.9319417029619217,sub-02,S0_STATIC_XSESSION,4,0.18666952798423997,0.13683669734746218,0.9924004294707334,0.9944061054052613
0.8737469591719159,1.0,DET-NULL,0.025012288242578506,0.7965410314500332,0.21692344546318054,0.9291975498199463,sub-02,S0_STATIC_XSESSION,4,0.2210455988374314,0.16652781143784523,0.9931054643108083,0.9909626055896554
0.9149793928343042,1.0,DET-SHUFFLED,0.0222257012501359,0.8292371816933155,0.17904089763760567,0.9395845532417297,sub-02,S0_STATIC_XSESSION,4,0.1792856407546615,0.13259721640497446,0.9926744891526952,0.9877639862602934
0.912086787284859,1.0,DET-WRONG-1,0.025348986499011517,0.7754404805600643,0.23589439317584038,0.9457956850528717,sub-02,S0_STATIC_XSESSION,4,0.23853032331078944,0.1806646455079317,0.9927316108426008,0.9831617280587691
0.9342257687636037,1.0,DET-WRONG-2,0.022069193422794342,0.8210631310939789,0.18629032373428345,0.9383271187543869,sub-02,S0_STATIC_XSESSION,4,0.1936913157475289,0.14340149983763695,0.9907757675614344,0.9914325193592746
0.8642738993453645,1.0,DET-WRONG-3,0.025188731960952282,0.7989673316478729,0.21153626590967178,0.9354548156261444,sub-02,S0_STATIC_XSESSION,4,0.22946946289161793,0.17076843976974487,0.9965868267048624,0.9794978364860097
0.9501993582032053,1.0,DIFF-MATCH,0.020966824144124985,0.8241765312850475,0.1766270212829113,0.9505703151226044,sub-02,S0_STATIC_XSESSION,4,0.17158631355589324,0.1353083336725831,0.9895943304159389,0.9874927668381162
0.9345498383684572,1.0,DIFF-NULL,0.02712560072541237,0.7597733251750469,0.24215316399931908,0.9495481550693512,sub-02,S0_STATIC_XSESSION,4,0.25924201576099204,0.1899269726127386,0.9848438689026232,0.9751923285059806
0.9345498383684572,1.0,DIFF-POP,0.02712560072541237,0.7597733251750469,0.24215316399931908,0.9495481550693512,sub-02,S0_STATIC_XSESSION,4,0.25924201576099204,0.1899269726127386,0.9848438689026232,0.9751923285059806
0.947540460660335,1.0,DIFF-SHUFFLED,0.016622069291770458,0.8284780792891979,0.17268728464841843,0.952048733830452,sub-02,S0_STATIC_XSESSION,4,0.1727303782478774,0.13451092317700386,0.9888094047530862,0.9843962004048804
0.9587573211058346,1.0,DIFF-WRONG-1,0.026667377911508083,0.7517413720488548,0.25053977593779564,0.9608622938394547,sub-02,S0_STATIC_XSESSION,4,0.2541832355908543,0.17943237535655499,0.9845794182881514,0.9648350119291917
0.9564027799849605,1.0,DIFF-WRONG-2,0.01730648335069418,0.7765947580337524,0.2258223555982113,0.9607450515031815,sub-02,S0_STATIC_XSESSION,4,0.1988815486310077,0.14490931294858456,0.991009494658448,0.9826599288733908
0.9248967883620001,1.0,DIFF-WRONG-3,0.028522041626274586,0.7480991594493389,0.25409022718667984,0.9527006149291992,sub-02,S0_STATIC_XSESSION,4,0.2897027195455981,0.20495155826210976,0.984196064832028,0.9737761185204012
0.8958515835196281,1.0,POP,0.04315332509577274,0.7413104251027107,0.2669437453150749,0.9329016208648682,sub-02,S0_STATIC_XSESSION,4,0.28199673329399855,0.18834001384675503,0.9857334425512153,0.9302811479682459
1.0,1.0,RAW,0.0,1.0,0.0,1.0,sub-02,S0_STATIC_XSESSION,4,0.0,0.0,1.0,1.0
0.9188580147208927,0.86328125,DET-MATCH,0.02499555516988039,0.8131097257137299,0.1942240372300148,0.9376566708087921,sub-02,S1_MOTION_WITHIN_SESSION,4,0.19786013040495398,0.15520303696393967,0.9877978710764123,0.9888633391586541
0.8900479768839384,0.86328125,DET-NULL,0.024226403795182705,0.7942550145089626,0.21651772037148476,0.9289222210645676,sub-02,S1_MOTION_WITHIN_SESSION,4,0.22225283417389,0.18060096353292465,0.99340487691287,0.9900853602222744
0.9144294226319726,0.86328125,DET-SHUFFLED,0.02670376840978861,0.800784882158041,0.20855005457997322,0.9332388192415237,sub-02,S1_MOTION_WITHIN_SESSION,4,0.21263346584262838,0.16652034223079681,0.9988777002995848,0.988166906507334
0.9513470811360712,0.86328125,DET-WRONG-1,0.023005512543022633,0.8133694007992744,0.19341138377785683,0.9377820193767548,sub-02,S1_MOTION_WITHIN_SESSION,4,0.19411615527937037,0.1489577190950513,0.9901683588159709,0.9919406123368968
0.9331985198708099,0.86328125,DET-WRONG-2,0.028892879374325275,0.789497684687376,0.2197742946445942,0.9431065171957016,sub-02,S1_MOTION_WITHIN_SESSION,4,0.22025085599267538,0.1797524392604828,0.9988764855791525,0.9868710514306331
0.8470294837525163,0.86328125,DET-WRONG-3,0.02482854202389717,0.7856924310326576,0.2244018390774727,0.9346940964460373,sub-02,S1_MOTION_WITHIN_SESSION,4,0.2378139970004387,0.1960634756833315,0.9923303587749995,0.9902364639602891
0.8972342471062897,0.86328125,DIFF-MATCH,0.018203853629529476,0.8250263780355453,0.1757325641810894,0.9528160244226456,sub-02,S1_MOTION_WITHIN_SESSION,4,0.1771990666017376,0.1469506397843361,0.9901686320801024,0.9714798032452721
0.854944539807992,1.0,DIFF-NULL,0.02593822032213211,0.760681975632906,0.24213479459285736,0.9485630840063095,sub-02,S1_MOTION_WITHIN_SESSION,4,0.2504112021841353,0.20294121466577053,0.9904996270211386,0.9524276131626668
0.854944539807992,1.0,DIFF-POP,0.02593822032213211,0.760681975632906,0.24213479459285736,0.9485630840063095,sub-02,S1_MOTION_WITHIN_SESSION,4,0.2504112021841353,0.20294121466577053,0.9904996270211386,0.9524276131626668
0.8887800133648462,0.86328125,DIFF-SHUFFLED,0.01832321472465992,0.805763266980648,0.19615242257714272,0.9502878189086914,sub-02,S1_MOTION_WITHIN_SESSION,4,0.20005078609912277,0.16835685819387436,0.9910798153337573,0.9607019807939953
0.9098208897669275,0.86328125,DIFF-WRONG-1,0.017507712356746197,0.8232003971934319,0.17761186137795448,0.9569282978773117,sub-02,S1_MOTION_WITHIN_SESSION,4,0.173637525298425,0.14693681057542562,0.9894377608050634,0.9682381475617505
0.8818894756542143,0.86328125,DIFF-WRONG-2,0.02817294280976057,0.7726065032184124,0.23116734996438026,0.9584670960903168,sub-02,S1_MOTION_WITHIN_SESSION,4,0.22986455681343299,0.1781961526721716,0.9860408856190075,0.9591322489196468
0.8538912601162966,0.86328125,DIFF-WRONG-3,0.016838637180626392,0.7647065557539463,0.23723763227462769,0.960008442401886,sub-02,S1_MOTION_WITHIN_SESSION,4,0.2407346190974653,0.20107472874224186,0.9908578473041577,0.9788320246299389
0.9103034982657018,0.86328125,POP,0.04336931090801954,0.7418378405272961,0.266045730561018,0.9325825124979019,sub-02,S1_MOTION_WITHIN_SESSION,4,0.2779008744614595,0.20374597236514091,0.9751205159438803,0.9397558725467259
1.0,1.0,RAW,0.0,1.0,0.0,1.0,sub-02,S1_MOTION_WITHIN_SESSION,4,0.0,0.0,1.0,1.0
0.9406941989206294,1.0,DET-MATCH,0.030919291079044342,0.823251873254776,0.1933959573507309,0.9246887862682343,sub-02,S2_MOTION_XSPEED,2,0.20403198118782656,0.1635812520980835,0.9851987069327375,0.9754547794235707
0.878966029935364,1.0,DET-NULL,0.028548769652843475,0.7770685255527496,0.2509441673755646,0.9124609529972076,sub-02,S2_MOTION_XSPEED,2,0.2664382801418165,0.21581460535526276,0.9886803455112645,0.9831365861126925
0.9439456879254898,1.0,DET-SHUFFLED,0.033993132412433624,0.8082938268780708,0.211066335439682,0.9188504219055176,sub-02,S2_MOTION_XSPEED,2,0.21884763580705732,0.1725228652358055,0.9997500381981457,0.9743660253301811
0.9481717639044142,1.0,DET-WRONG-1,0.03560251742601395,0.754685290157795,0.2686549201607704,0.9374981820583344,sub-02,S2_MOTION_XSPEED,2,0.26597244573638107,0.22079257294535637,0.9997734692718443,0.9769489490213132
0.9137520618412232,1.0,DET-WRONG-2,0.0319603830575943,0.7792672887444496,0.24391578882932663,0.919947624206543,sub-02,S2_MOTION_XSPEED,2,0.2708878071124998,0.22006982564926147,0.9989653347887926,0.9622643033938509
0.9250396807178792,1.0,DET-WRONG-3,0.03050898015499115,0.8061236292123795,0.21478287130594254,0.9152962267398834,sub-02,S2_MOTION_XSPEED,2,0.22566300119418314,0.1760847270488739,0.9874347586500265,0.9713121059721334
0.9101004557071026,1.0,DIFF-MATCH,0.021702364087104797,0.8176890015602112,0.18691422045230865,0.9345439970493317,sub-02,S2_MOTION_XSPEED,2,0.2208860973664163,0.18268653005361557,0.9821834258019316,0.983953234019388
0.8829556808808836,1.0,DIFF-NULL,0.03592248260974884,0.7519519776105881,0.254755362868309,0.9275095760822296,sub-02,S2_MOTION_XSPEED,2,0.2936472860673839,0.23599446564912796,0.976947152536034,0.9760061924347226
0.8829556808808836,1.0,DIFF-POP,0.03592248260974884,0.7519519776105881,0.254755362868309,0.9275095760822296,sub-02,S2_MOTION_XSPEED,2,0.2936472860673839,0.23599446564912796,0.976947152536034,0.9760061924347226
0.9074395134493174,1.0,DIFF-SHUFFLED,0.022804029285907745,0.8069668263196945,0.19821349531412125,0.9325858950614929,sub-02,S2_MOTION_XSPEED,2,0.23257912319789534,0.1940734162926674,0.9832462634168433,0.985188295667806
0.9388230022471554,1.0,DIFF-WRONG-1,0.038396768271923065,0.758284293115139,0.24900861829519272,0.9465707838535309,sub-02,S2_MOTION_XSPEED,2,0.2666612252498026,0.2105739340186119,0.9769051208293954,0.9710576314329084
0.8786064059663705,1.0,DIFF-WRONG-2,0.041577160358428955,0.733243316411972,0.2751249223947525,0.934738427400589,sub-02,S2_MOTION_XSPEED,2,0.3276767338154188,0.2510402128100395,0.9741701755570487,0.9655036907647281
0.9341417865857422,1.0,DIFF-WRONG-3,0.01857694983482361,0.7891678586602211,0.2155173271894455,0.934244304895401,sub-02,S2_MOTION_XSPEED,2,0.23328097492225958,0.18115967512130737,0.980722984775255,0.9654904367075058
0.9458155950078725,1.0,POP,0.05965476483106613,0.7178001999855042,0.3025180995464325,0.9116362929344177,sub-02,S2_MOTION_XSPEED,2,0.3267670957338492,0.22352035343647003,0.9771522508211665,0.897845436685904
1.0,1.0,RAW,0.0,1.0,0.0,1.0,sub-02,S2_MOTION_XSPEED,2,0.0,0.0,1.0,1.0
